Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	constraint_SUM_VIOL	constraint_footmin-no-s-unless-preceded-by-ww	constraint_footmin-none	constraint_posthoc-no-final-ww	constraint_posthoc-standardize-weakpos	constraint_strength.s=>-u	constraint_strength.w=>-p	constraint_stress.s=>-u	constraint_stress.w=>-p	constraint_word-elision	line	line_is_in_nonbounded_parses	line_iscorrect	line_iscorrect_dummy	line_iscorrect_dummy_iambic	line_iscorrect_human2	line_num	meter_info	num_sylls	num_sylls_correct	num_sylls_correct_control	num_sylls_correct_control_iambic	num_sylls_correct_human2	parse	parse_comp	parse_human	parse_human2	parse_str_compu	parse_str_human	parse_str_stress	parses_comp_nonbounded	perc_sylls_correct	perc_sylls_correct_control	perc_sylls_correct_control_iambic	perc_sylls_correct_human2	prosody_ipa	prosody_stress
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	4.0	0	0	0	0	0	0	2.0	2.0	0	Through their palisades of pine-trees,	1	1	1	0	1	(73, 9)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	THROUGH  their  PAL  isa  DES  of  PINE  trees	THROUGH  their  PAL  isa  DES  of  PINE  trees	through  their  PAL  isa  DES  of  PINE  TREES	swswswsw	1.0	1.0	0.0	1.0	θruː ðɛr 'pæ.lɪ.`seɪdz ʌv `paɪn `triːz	U U SUP U P P
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	And the thunder in the mountains,	1	1	1	0	1	(74, 9)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	AND  the  THUN  der  IN  the  MOUN  tains	AND  the  THUN  der  IN  the  MOUN  tains	and  the  THUN  der  in  the  MOUN  tains	swswswsw	1.0	1.0	0.0	1.0	ænd ðə `θʌn.dɛː ɪn ðə `maʊn.tənz	U U PU U U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Whose innumerable echoes	1	1	1	0	1	(75, 9)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	WHOSE  in  NU  me  RA  ble  EC  hoes	WHOSE  in  NU  me  RA  ble  EC  hoes	WHOSE  in  NU  me  ra  ble  EC  hoes	swswswsw	1.0	1.0	0.0	1.0	`huːz ɪ.`nuː.mɛː.ə.bəl `ɛ.koʊz	P UPUUU PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	Flap like eagles in their eyries;	1	1	1	0	1	(76, 9)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	FLAP  like  EA  gles  IN  their  EY  ries	FLAP  like  EA  gles  IN  their  EY  ries	FLAP  LIKE  EA  gles  in  their  EY  ries	swswswsw	1.0	1.0	0.0	1.0	`flæp `laɪk `iː.gəlz ɪn ðɛr `aɪ.ɹɪ	P P PU U U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Listen to these wild traditions,	1	1	1	0	1	(77, 9)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	LIS  ten  TO  these  WILD  tra  DI  tions	LIS  ten  TO  these  WILD  tra  DI  tions	LIS  ten  to  these  WILD  tra  DI  tions	swswswsw	1.0	1.0	0.0	1.0	`lɪ.sən tuː ðiːz `waɪld trə.`dɪ.ʃənz	PU U U P UPU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	To this Song of Hiawatha!	1	1	1	0	1	(78, 9)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	TO  this  SONG  of  HI  aw  AT  ha	TO  this  SONG  of  HI  aw  AT  ha	to  this  SONG  of  HI  aw  AT  ha	swswswsw	1.0	1.0	0.0	1.0	tuː ðɪs `sɔːŋ ʌv 'haɪ.ə.`wɑ.θə	U U P U SUPU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Ye who love a nation's legends,	1	1	1	0	1	(79, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	YE  who  LOVE  a  NA  tion's  LEG  ends	YE  who  LOVE  a  NA  tion's  LEG  ends	ye  WHO  LOVE  a  NA  tion's  LEG  ends	swswswsw	1.0	1.0	0.0	1.0	jiː `huː `lʌv eɪ `neɪ.ʃənz `lɛ.ʤəndz	U P P U PU PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Love the ballads of a people,	1	1	1	0	1	(80, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	LOVE  the  BAL  lads  OF  a  PEO  ple	LOVE  the  BAL  lads  OF  a  PEO  ple	LOVE  the  BAL  lads  of  a  PEO  ple	swswswsw	1.0	1.0	0.0	1.0	`lʌv ðə `bæ.lədz ʌv eɪ `piː.pəl	P U PU U U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	That like voices from afar off	1	1	1	0	1	(81, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	THAT  like  VOIC  es  FROM  af  AR  off	THAT  like  VOIC  es  FROM  af  AR  off	THAT  LIKE  VOIC  es  from  af  AR  off	swswswsw	1.0	1.0	0.0	1.0	`ðæt `laɪk `vɔɪ.səz frʌm ə.`fɑr ɔːf	P P PU U UP U
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Call to us to pause and listen,	1	1	1	0	1	(82, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	CALL  to  US  to  PAUSE  and  LIS  ten	CALL  to  US  to  PAUSE  and  LIS  ten	CALL  to  us  to  PAUSE  and  LIS  ten	swswswsw	1.0	1.0	0.0	1.0	`kɔːl tuː əs tuː `pɔːz ænd `lɪ.sən	P U U U P U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	5.0	0	0	0	0	0	3.0	0	2.0	0	Speak in tones so plain and childlike,	1	1	1	0	1	(83, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	SPEAK  in  TONES  so  PLAIN  and  CHILD  like	SPEAK  in  TONES  so  PLAIN  and  CHILD  like	SPEAK  in  TONES  so  PLAIN  and  CHILD  LIKE	swswswsw	1.0	1.0	0.0	1.0	`spiːk ɪn `toʊnz soʊ `pleɪn ænd `ʧaɪld.'laɪk	P U P U P U PS
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Scarcely can the ear distinguish	1	1	1	0	1	(84, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	SCARCE  ly  CAN  the  EAR  dis  TIN  guish	SCARCE  ly  CAN  the  EAR  dis  TIN  guish	SCARCE  ly  can  the  EAR  dis  TIN  guish	swswswsw	1.0	1.0	0.0	1.0	`skɛr.sliː kæn ðə `ɪr dɪ.`stɪŋ.gwɪʃ	PU U U P UPU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	Whether they are sung or spoken;	1	1	1	0	1	(85, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	WH  ether  THEY  are  SUNG  or  SPO  ken	WH  ether  THEY  are  SUNG  or  SPO  ken	WH  ether  THEY  are  SUNG  or  SPO  ken	swswswsw	1.0	1.0	0.0	1.0	`wɛ.ðɛː `ðeɪ ɑr `sʌŋ ɔːr `spoʊ.kən	PU P U P U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	3.0	0	0	0	0	0	0	2.0	0	1.0	Listen to this Indian Legend,	1	1	1	0	1	(86, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	LIS  ten  TO  this  IND  ian  LEG  end	LIS  ten  TO  this  IND  ian  LEG  end	LIS  ten  to  this  IND  ian  leg  END	swswswsw | swswswsws	1.0	1.0	0.0	1.0	`lɪ.sən tuː ðɪs `ɪn.diː.ən `lɛ.ʤənd	PU U U PUU PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	To this Song of Hiawatha!	1	1	1	0	1	(87, 10)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	TO  this  SONG  of  HI  aw  AT  ha	TO  this  SONG  of  HI  aw  AT  ha	to  this  SONG  of  HI  aw  AT  ha	swswswsw	1.0	1.0	0.0	1.0	tuː ðɪs `sɔːŋ ʌv 'haɪ.ə.`wɑ.θə	U U P U SUPU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Ye whose hearts are fresh and simple,	1	1	1	0	1	(88, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	YE  whose  HEARTS  are  FRESH  and  SIM  ple	YE  whose  HEARTS  are  FRESH  and  SIM  ple	ye  WHOSE  HEARTS  are  FRESH  and  SIM  ple	swswswsw	1.0	1.0	0.0	1.0	jiː `huːz `hɑrts ɑr `frɛʃ ænd `sɪm.pəl	U P P U P U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	Who have faith in God and Nature,	1	1	1	0	1	(89, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	WHO  have  FAITH  in  GOD  and  NA  ture	WHO  have  FAITH  in  GOD  and  NA  ture	WHO  HAVE  FAITH  in  GOD  and  NA  ture	swswswsw	1.0	1.0	0.0	1.0	`huː `hæv `feɪθ ɪn `gɑd ænd `neɪ.ʧɛː	P P P U P U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	Who believe, that in all ages	1	1	1	0	1	(90, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	WHO  be  LIEVE  that  IN  all  AG  es	WHO  be  LIEVE  that  IN  all  AG  es	WHO  be  LIEVE  THAT  in  ALL  AG  es	swswswsw	1.0	1.0	0.0	1.0	`huː bɪ.`liːv `ðæt ɪn `ɔːl `eɪ.ʤəz	P UP P U P PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	Every human heart is human,	1	1	1	0	1	(91, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	EV  ery  HU  man  HEART  is  HU  man	EV  ery  HU  man  HEART  is  HU  man	EV  ery  hu  MAN  heart  IS  hu  MAN	swswswsw	1.0	1.0	0.0	1.0	`ɛ.vɛː.iː `hjuː.mən `hɑrt ɪz `hjuː.mən	PUU PU P U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	That in even savage bosoms	1	1	1	0	1	(92, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	THAT  in  EV  en  SAV  age  BO  soms	THAT  in  EV  en  SAV  age  BO  soms	THAT  in  EV  en  SAV  age  BO  soms	swswswsw	1.0	1.0	0.0	1.0	`ðæt ɪn `iː.vɪn `sæ.vəʤ `bʊə.sʌm	P U PU PU PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	There are longings, yearnings, strivings	1	1	1	0	1	(93, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	THERE  are  LONG  ings  YEARN  ings  STRIV  ings	THERE  are  LONG  ings  YEARN  ings  STRIV  ings	there  are  LONG  ings  YEARN  ings  STRIV  ings	swswswsw	1.0	1.0	0.0	1.0	ðɛr ɑr `lɔːŋ.ɪŋz `jɛː.nɪŋz `straɪ.vɪŋz	U U PU PU PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	For the good they comprehend not,	1	1	1	0	1	(94, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	FOR  the  GOOD  they  COM  pre  HEND  not	FOR  the  GOOD  they  COM  pre  HEND  not	for  the  GOOD  THEY  COM  pre  HEND  NOT	swswswsw	1.0	1.0	0.0	1.0	fɔːr ðə `gʊd `ðeɪ 'kɑm.priː.`hɛnd `nɑt	U U P P SUP P
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	That the feeble hands and helpless,	1	1	1	0	1	(95, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	THAT  the  FEE  ble  HANDS  and  HELP  less	THAT  the  FEE  ble  HANDS  and  HELP  less	THAT  the  FEE  ble  HANDS  and  HELP  less	swswswsw	1.0	1.0	0.0	1.0	`ðæt ðə `fiː.bəl `hændz ænd `hɛl.pləs	P U PU P U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	0	0	0	0	0	0	0	0	0	0	Groping blindly in the darkness,	1	1	1	0	1	(96, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	GROP  ing  BLIND  ly  IN  the  DARK  ness	GROP  ing  BLIND  ly  IN  the  DARK  ness	GROP  ing  BLIND  ly  in  the  DARK  ness	swswswsw	1.0	1.0	0.0	1.0	`groʊ.pɪŋ `blaɪnd.liː ɪn ðə `dɑrk.nəs	PU PU U U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	4.0	0	0	0	0	0	0	0	4.0	0	Touch God's right hand in that darkness	1	1	1	0	1	(97, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	TOUCH  god's  RIGHT  hand  IN  that  DARK  ness	TOUCH  god's  RIGHT  hand  IN  that  DARK  ness	TOUCH  GOD'S  RIGHT  HAND  in  THAT  DARK  ness	swswswsw	1.0	1.0	0.0	1.0	`tʌʧ `gɑdz `raɪt `hænd ɪn `ðæt `dɑrk.nəs	P P P P U P PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	4.0	0	0	0	0	0	0	4.0	0	0	And are lifted up and strengthened;	1	1	1	0	1	(98, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	AND  are  LIFT  ed  UP  and  STRENGTH  ened	AND  are  LIFT  ed  UP  and  STRENGTH  ened	and  are  LIFT  ed  up  and  STRENGTH  ened	swswswsw	1.0	1.0	0.0	1.0	ænd ɑr `lɪf.təd əp ænd `strɛŋ.θənd	U U PU U U PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	Listen to this simple story,	1	1	1	0	1	(99, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	LIS  ten  TO  this  SIM  ple  STO  ry	LIS  ten  TO  this  SIM  ple  STO  ry	LIS  ten  to  this  SIM  ple  STO  ry	swswswsw	1.0	1.0	0.0	1.0	`lɪ.sən tuː ðɪs `sɪm.pəl `stɔː.riː	PU U U PU PU
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	2.0	0	0	0	0	0	0	2.0	0	0	To this Song of Hiawatha!	1	1	1	0	1	(100, 11)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	8	8	8	0	8	swswswsw	swswswsw	swswswsw	swswswsw	TO  this  SONG  of  HI  aw  AT  ha	TO  this  SONG  of  HI  aw  AT  ha	to  this  SONG  of  HI  aw  AT  ha	swswswsw	1.0	1.0	0.0	1.0	tuː ðɪs `sɔːŋ ʌv 'haɪ.ə.`wɑ.θə	U U P U SUPU
