line                                    	meter	[*footmin-no-s-unless-preceded-by-ww]	[*footmin-none]	[*posthoc-no-final-ww]	[*posthoc-standardize-weakpos]	[*strength.s=>-u]	[*strength.w=>-p]	[*stress.s=>-u]	[*stress.w=>-p]
                                        	sswswsw	0	0	2.0	0	10.0	0.0	0	1.0
glances of her wandering eye            	swswswws	0	0	2.0	0	0	1.0	0	1.0
                                        	swswswsw	0	0	4.0	0	0	0.0	2.0	0
                                        	swswswss	0	0	4.0	0	10.0	0.0	0	1.0
we grope and grope in vain              	wswsws	0	0	0	0	0	0.0	0	0
for children born of her pain           	wswswws	0	0	0	0	0	1.0	0	1.0
                                        	wswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswss	0	0	2.0	0	10.0	0.0	0	1.0
                                        	wswssws	0	0	2.0	0	10.0	0.0	0	1.0
children dazed or dead                  	swsws	0	0	0	0	0	0.0	0	0
when she in all her virginal pride      	swswwswws	0	0	0	0	0	1.0	0	2.0
                                        	swwswswws	0	0	0	0	0	1.0	0	2.0
                                        	wwswwswws	0	0	0	0	0	0.0	0	3.0
                                        	wswswswws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswsw	0	0	4.0	0	0	0.0	2.0	0
                                        	swsswswsw	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswswss	0	0	4.0	0	10.0	0.0	0	1.0
                                        	swsswswss	0	0	2.0	0	20.0	0.0	0	2.0
first trod on the mountain's head       	swswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wswwsws	0	0	0	0	0	1.0	2.0	1.0
                                        	sswwsws	0	0	0	0	10.0	1.0	0	2.0
                                        	sswwsww	0	0	0	1.0	10.0	0.0	2.0	3.0
what stir ran through the countryside   	swswwsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wwswwsww	0	3.0	0	1.0	0	0.0	4.0	3.0
                                        	wsswwsws	0	0	0	0	10.0	1.0	0	2.0
where every foot obeyed her glance      	wswswsws	0	0	0	0	0	0.0	0	0
what manhood led the dance              	wswsws	0	3.0	0	0	0	0.0	2.0	0
                                        	wsswws	0	0	0	0	10.0	1.0	2.0	2.0
                                        	wsswsw	0	0	2.0	0	10.0	0.0	4.0	1.0
                                        	wsswss	0	0	2.0	0	20.0	0.0	2.0	2.0
fly catchers of the moon                	wswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	sswsws	0	0	2.0	0	10.0	0.0	0	1.0
our hands are blenched our fingers seem 	wswswsws	0	0	0	0	0	0.0	0	0
but slender needles of bone             	wswswws	0	0	0	0	0	1.0	0	1.0
                                        	wswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswss	0	0	2.0	0	10.0	0.0	0	1.0
blenched by that malicious dream        	swswsws	0	0	0	0	0	0.0	0	0
they are spread wide that each          	wwssws	0	0	0	0	0	1.0	0	2.0
                                        	wwswws	0	0	0	0	0	0.0	2.0	2.0
                                        	swswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wwswsw	0	0	0	0	0	1.0	2.0	1.0
                                        	wswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wwswws	0	0	0	0	0	0.0	2.0	2.0
                                        	wwssww	0	0	0	1.0	0	0.0	0	3.0
                                        	swssws	0	0	2.0	0	10.0	0.0	0	1.0
may rend what comes in reach            	wswsws	0	0	0	0	0	0.0	0	0
the threefold terror of love a fallen flare	wswswwswsws	0	3.0	0	0	0	1.0	2.0	1.0
                                        	swswswswsws	3.0	6.0	4.0	0	0	0.0	4.0	0
through the hollow of an ear            	swswsws	0	0	4.0	0	0	0.0	0	0
                                        	wwswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wwswwss	0	0	2.0	0	0	0.0	0	3.0
wings beating about the room            	wswwsws	0	0	0	0	0	1.0	2.0	1.0
                                        	swswsws	3.0	3.0	2.0	0	0	0.0	2.0	0
                                        	sswwsws	0	0	0	0	10.0	1.0	0	2.0
                                        	sswwsww	0	0	0	1.0	10.0	0.0	2.0	3.0
the terror of all terrors that i bore   	wswswswsws	0	0	2.0	0	0	0.0	0	0
                                        	wswwsswsws	0	0	0	0	0	1.0	0	2.0
the heavens in my womb                  	wswsws	0	0	0	0	0	0.0	0	0
had i not found content among the shows 	swwswswsws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswsws	0	0	2.0	0	0	0.0	0	0
                                        	swwsswwsww	0	0	0	1.0	0	0.0	2.0	4.0
                                        	swsswswsws	0	0	0	0	10.0	0.0	0	1.0
every common woman knows                	swswsws	0	0	0	0	0	0.0	0	0
chimney corner garden walk              	swswsws	0	0	0	0	0	0.0	0	0
or rocky cistern where we tread the clothes	wswswswsws	0	0	0	0	0	0.0	0	0
and gather all the talk                 	wswsws	0	0	0	0	0	0.0	0	0
what is this flesh i purchased with my pains	swwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswsws	0	0	4.0	0	0	0.0	0	0
                                        	swwswwswws	3.0	3.0	2.0	0	0	0.0	2.0	3.0
this fallen star my milk sustains       	wswswsws	0	0	0	0	0	0.0	0	0
this love that makes my heart's blood stop	wswswsws	0	0	0	0	0	0.0	2.0	0
or strikes a sudden chill into my bones 	wswswswsws	0	0	0	0	0	0.0	0	0
and bids my hair stand up               	wswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	wswwsw	0	0	0	0	0	1.0	2.0	1.0
                                        	wswssw	0	0	0	0	10.0	0.0	0	1.0
under the great comedian's tomb the crowd	swwswswwsws	0	0	0	0	0	2.0	0	2.0
                                        	swwswswwsww	0	0	0	1.0	0	1.0	2.0	3.0
                                        	swwswswswsw	0	0	4.0	0	0	1.0	4.0	1.0
                                        	wswswswwsws	3.0	3.0	2.0	0	0	1.0	2.0	1.0
                                        	wswswswswsw	3.0	3.0	6.0	0	0	0.0	6.0	0
                                        	swswswswsws	6.0	3.0	6.0	0	0	0.0	4.0	0
                                        	swwswswswss	0	0	4.0	0	10.0	1.0	2.0	2.0
                                        	wswswswswss	3.0	3.0	6.0	0	10.0	0.0	4.0	1.0
a bundle of tempestuous cloud is blown  	wswwsswwsws	0	0	0	0	0	2.0	0	3.0
                                        	wswwsswwsww	0	0	0	1.0	0	1.0	2.0	4.0
                                        	wswswswwsws	0	3.0	2.0	0	0	1.0	2.0	1.0
                                        	wswwsswswsw	0	0	4.0	0	0	1.0	4.0	2.0
                                        	wswswswswsw	0	3.0	6.0	0	0	0.0	6.0	0
                                        	wswwsswswss	0	0	4.0	0	10.0	1.0	2.0	3.0
                                        	swswswswsws	6.0	6.0	6.0	0	0	0.0	4.0	0
                                        	wswswswswss	0	3.0	6.0	0	10.0	0.0	4.0	1.0
about the sky where that is clear of cloud	wswswswsws	0	0	0	0	0	0.0	0	0
brightness remains a brighter star shoots down	swwswswsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	swwswswwsw	0	0	0	0	0	2.0	2.0	2.0
                                        	swwswswssw	0	0	0	0	10.0	1.0	0	2.0
                                        	wswswswsws	3.0	3.0	4.0	0	0	0.0	4.0	0
                                        	wswswswwsw	3.0	3.0	2.0	0	0	1.0	4.0	1.0
                                        	swwswwswws	3.0	3.0	4.0	0	0	0.0	4.0	3.0
                                        	wswswswssw	3.0	3.0	2.0	0	10.0	0.0	2.0	1.0
what shudders run through all that animal blood	wswswswswws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswswswss	0	0	2.0	0	10.0	0.0	0	1.0
what is this sacrifice can someone there	swwswswsws	0	3.0	2.0	0	0	1.0	2.0	1.0
                                        	swwswswwsw	0	3.0	0	0	0	2.0	2.0	2.0
                                        	wswswswsws	0	3.0	4.0	0	0	0.0	2.0	0
                                        	wswswswwsw	0	3.0	2.0	0	0	1.0	2.0	1.0
                                        	swwswswssw	0	0	0	0	10.0	1.0	0	2.0
                                        	wswswswssw	0	0	2.0	0	10.0	0.0	0	1.0
recall the cretan barb that pierced a star	wswswswswws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswswswss	0	0	2.0	0	10.0	0.0	0	1.0
rich foliage that the starlight glittered through	wswswswsws	0	3.0	2.0	0	0	0.0	4.0	0
                                        	wswswswsww	0	3.0	0	1.0	0	1.0	4.0	1.0
                                        	sswswswsws	0	3.0	2.0	0	10.0	0.0	2.0	1.0
                                        	sswswswsww	0	3.0	0	1.0	10.0	1.0	2.0	2.0
a frenzied crowd and where the branches sprang	wswswswsws	0	0	0	0	0	0.0	0	0
a beautiful seated boy a sacred bow     	wswwswswsws	0	0	0	0	0	1.0	0	1.0
                                        	swswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
a woman and an arrow on a string        	wswswswsws	0	0	4.0	0	0	0.0	0	0
a pierced boy image of a star laid low  	wswwswswsws	0	0	2.0	0	0	1.0	4.0	1.0
                                        	wswsswswsws	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswswswsw	3.0	3.0	4.0	0	0	0.0	6.0	0
that woman the great mother imaging     	wswwsswsws	0	0	2.0	0	0	1.0	0	2.0
                                        	wswswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	wswwsswsww	0	0	0	1.0	0	2.0	0	3.0
                                        	wswswswsww	0	0	2.0	1.0	0	1.0	2.0	1.0
                                        	sswwsswsww	0	0	0	1.0	10.0	1.0	0	4.0
                                        	sswwsswwss	3.0	3.0	2.0	0	10.0	0.0	2.0	5.0
cut out his heart some master of design 	swwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	swwswwswws	3.0	3.0	2.0	0	0	0.0	2.0	3.0
                                        	swwswwswws	3.0	3.0	2.0	0	0	0.0	2.0	3.0
stamped boy and tree upon sicilian coin 	wswswswswws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswswswsw	0	0	2.0	0	0	0.0	4.0	0
                                        	sswswswswws	0	0	0	0	10.0	1.0	0	2.0
                                        	sswswswswsw	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswswswss	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	sswswswswss	0	0	2.0	0	20.0	0.0	0	2.0
an age is the reversal of an age        	wswswswsws	0	0	4.0	0	0	0.0	0	0
when strangers murdered emmet fitzgerald tone	wswswswwsws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswswsw	6.0	3.0	4.0	0	0	0.0	4.0	0
                                        	wswswswswss	6.0	3.0	4.0	0	10.0	0.0	2.0	1.0
we lived like men that watch a painted stage	wswswswsws	0	0	0	0	0	0.0	0	0
what matter for the scene the scene once gone	wswswswsws	0	0	2.0	0	0	0.0	2.0	0
it had not touched our lives but popular rage	wswswswswws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswswswss	0	0	2.0	0	10.0	0.0	0	1.0
i{hysterica passio dragged this quarry down	wswswswswwsws	0	0	2.0	0	0	1.0	4.0	1.0
                                        	wswswswswwsww	0	0	0	1.0	0	2.0	4.0	2.0
                                        	wswswswsswsws	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswswswswsw	3.0	3.0	4.0	0	0	0.0	6.0	0
                                        	wswswswsswsww	0	0	0	1.0	10.0	1.0	2.0	2.0
                                        	sswswswswwsws	0	0	2.0	0	10.0	1.0	2.0	2.0
                                        	sswswswswwsww	0	0	0	1.0	10.0	2.0	2.0	3.0
                                        	sswswswsswsws	0	0	2.0	0	20.0	0.0	0	2.0
                                        	sswswswswswsw	3.0	3.0	4.0	0	10.0	0.0	4.0	1.0
                                        	sswswswsswsww	0	0	0	1.0	20.0	1.0	0	3.0
none shared our guilt nor did we play a part	wswswswsws	0	0	0	0	0	0.0	2.0	0
                                        	sswswswsws	0	0	0	0	10.0	0.0	0	1.0
upon a painted stage when we devoured his heart	wswswswswswws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswswswsw	0	0	4.0	0	0	0.0	2.0	0
                                        	wswswwswwswws	0	0	0	0	0	2.0	2.0	3.0
                                        	wswswsswwswws	0	0	0	0	10.0	2.0	0	3.0
                                        	wswswswswswss	0	0	4.0	0	10.0	0.0	0	1.0
come fix upon me that accusing eye      	wswswswsws	0	0	0	0	0	0.0	2.0	0
                                        	sswswswsws	0	0	0	0	10.0	0.0	0	1.0
i thirst for accusation all that was sung	wswswswswws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswwsws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswswswssws	0	0	0	0	10.0	0.0	0	1.0
all that was said in ireland is a lie   	wswswswswws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswwsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswswsw	0	0	4.0	0	0	0.0	2.0	0
                                        	wswswswswss	0	0	4.0	0	10.0	0.0	0	1.0
bred out of the contagion of the throng 	swswwswsws	0	0	4.0	0	0	1.0	0	1.0
                                        	swwswswsws	0	0	4.0	0	0	1.0	0	1.0
                                        	wswswswsws	0	0	6.0	0	0	0.0	2.0	0
saving the rhyme rats hear before they die	swwswswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	swwswwssww	0	0	0	1.0	0	0.0	4.0	4.0
                                        	swwswwswws	0	3.0	0	0	0	0.0	4.0	3.0
                                        	wswswswsws	3.0	3.0	2.0	0	0	0.0	4.0	0
                                        	swswswswsw	0	3.0	4.0	0	0	0.0	8.0	0
                                        	swswswssws	0	0	2.0	0	10.0	0.0	4.0	1.0
leave nothing but the nothings that belong	wswswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	sswswswsws	0	0	2.0	0	10.0	0.0	0	1.0
to this bare soul let all men judge that can	swswswswsw	0	0	2.0	0	0	0.0	4.0	0
                                        	wwswswswsw	0	0	0	0	0	1.0	4.0	1.0
                                        	wwsswwssww	0	0	0	1.0	0	0.0	2.0	5.0
                                        	wwsswwssws	0	0	2.0	0	0	1.0	2.0	4.0
                                        	swswswssws	0	0	4.0	0	10.0	0.0	2.0	1.0
                                        	wwswswssws	0	0	2.0	0	10.0	1.0	2.0	2.0
                                        	swswswssww	0	0	2.0	1.0	10.0	1.0	2.0	2.0
                                        	wwswswssww	0	0	0	1.0	10.0	2.0	2.0	3.0
whether it be an animal or a man        	swwswswswws	0	0	2.0	0	0	2.0	0	2.0
                                        	swwswswwsws	0	0	2.0	0	0	2.0	0	2.0
                                        	swwswswswsw	0	0	4.0	0	0	1.0	2.0	1.0
                                        	swwswswwsww	0	0	2.0	1.0	0	1.0	2.0	3.0
                                        	wswswswswws	3.0	3.0	4.0	0	0	1.0	2.0	1.0
                                        	wswswswwsws	3.0	3.0	4.0	0	0	1.0	2.0	1.0
                                        	wswswswswsw	3.0	3.0	6.0	0	0	0.0	4.0	0
                                        	swswswswsws	3.0	3.0	8.0	0	0	0.0	2.0	0
                                        	swwswswswss	0	0	4.0	0	10.0	1.0	0	2.0
                                        	wswswswswss	3.0	3.0	6.0	0	10.0	0.0	2.0	1.0
the rest i pass one sentence i unsay    	wswswswsws	0	0	2.0	0	0	0.0	0	0
had de valera eaten parnell's heart     	swswwswwss	0	0	0	0	0	1.0	0	3.0
                                        	wwswwswwss	0	0	0	0	0	0.0	0	4.0
                                        	swswwswwsw	0	0	0	0	0	2.0	2.0	2.0
                                        	swswwswsws	3.0	3.0	2.0	0	0	1.0	2.0	1.0
                                        	swswswswsw	3.0	3.0	4.0	0	0	0.0	4.0	0
                                        	swswwswssw	3.0	0	2.0	0	10.0	1.0	2.0	2.0
                                        	swswswswss	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
no loose lipped demagogue had won the day	swwswswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswswsws	0	0	0	0	0	0.0	4.0	0
no civil rancour torn the land apart    	wswswswsws	0	0	0	0	0	0.0	2.0	0
                                        	sswswswsws	0	0	0	0	10.0	0.0	0	1.0
had cosgrave eaten parnell's heart the land's	wswswwssws	0	0	0	0	0	1.0	0	2.0
                                        	wswswwswsw	0	0	2.0	0	0	1.0	4.0	1.0
                                        	wswswswsws	3.0	3.0	2.0	0	0	0.0	2.0	0
imagination had been satisfied          	wswswswsws	0	0	0	0	0	0.0	0	0
or lacking that government in such hands	wswwswwsws	0	0	0	0	0	2.0	0	2.0
                                        	wswwswwsww	0	0	0	1.0	0	1.0	2.0	3.0
                                        	wswwswswsw	0	0	4.0	0	0	1.0	2.0	1.0
                                        	wswswswsws	3.0	3.0	2.0	0	0	0.0	2.0	0
                                        	wswsswwsws	0	0	0	0	10.0	1.0	0	2.0
                                        	wswsswswsw	0	0	4.0	0	10.0	0.0	2.0	1.0
                                        	wswsswswss	0	0	4.0	0	20.0	0.0	0	2.0
o'higgins its sole statesman had not died	wswwsswsws	0	0	0	0	0	1.0	0	2.0
                                        	wswswswsws	0	0	2.0	0	0	0.0	2.0	0
had even o'duffy but i name no more     	wswwswswsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	swswswswsws	3.0	3.0	4.0	0	0	0.0	4.0	0
                                        	wswwswswssw	0	0	2.0	0	10.0	1.0	0	2.0
                                        	sswwswwswws	0	0	2.0	0	10.0	0.0	2.0	4.0
                                        	swswswswssw	3.0	3.0	4.0	0	10.0	0.0	2.0	1.0
their school a crowd his master solitude	wswswswsws	0	0	0	0	0	0.0	0	0
through jonathan swift's dark grove he passed and there	wswwswswsws	0	0	2.0	0	0	1.0	2.0	1.0
                                        	wswwswswsww	0	0	0	1.0	0	2.0	2.0	2.0
                                        	wswswswswsw	0	0	6.0	0	0	0.0	6.0	0
                                        	swswswswsws	3.0	3.0	6.0	0	0	0.0	4.0	0
                                        	swswswswsww	3.0	3.0	4.0	1.0	0	1.0	4.0	1.0
plucked bitter wisdom that enriched his blood	wswswswsws	0	0	0	0	0	0.0	2.0	0
                                        	sswswswsws	0	0	0	0	10.0	0.0	0	1.0
the gyres the gyres old rocky face look forth	wswwswwswsws	0	0	0	0	0	2.0	4.0	2.0
                                        	wswwswwswwss	0	0	0	0	0	1.0	4.0	4.0
                                        	wswwswsswsws	0	0	0	0	10.0	1.0	2.0	2.0
                                        	wswswswswsws	3.0	3.0	4.0	0	0	0.0	6.0	0
                                        	wswwswswswsw	3.0	3.0	2.0	0	0	1.0	6.0	1.0
                                        	swswswsswsws	3.0	3.0	4.0	0	10.0	0.0	4.0	1.0
things thought too long can be no longer thought	swwswswsws	0	0	0	0	0	1.0	4.0	1.0
                                        	wswswswsws	0	0	0	0	0	0.0	6.0	0
                                        	swwswwssws	0	0	0	0	0	1.0	2.0	3.0
                                        	swwswwssww	0	0	0	1.0	0	0.0	4.0	4.0
                                        	swwswwswws	0	3.0	0	0	0	0.0	4.0	3.0
for beauty dies of beauty worth of worth	wswswswsws	0	0	0	0	0	0.0	0	0
and ancient lineaments are blotted out  	wswswswwsws	0	0	4.0	0	0	1.0	0	1.0
                                        	wswswwswsws	0	0	4.0	0	0	1.0	0	1.0
                                        	wswswswwsww	0	0	2.0	1.0	0	2.0	0	2.0
                                        	wswswwswsww	0	0	2.0	1.0	0	2.0	0	2.0
                                        	wswswswswsw	3.0	3.0	6.0	0	0	0.0	2.0	0
irrational streams of blood are staining earth	swswwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wwswwswswsws	0	0	0	0	0	2.0	0	2.0
                                        	wwswwswwswws	0	3.0	2.0	0	0	0.0	4.0	4.0
                                        	wswswswswsws	6.0	3.0	4.0	0	0	0.0	2.0	0
                                        	wwswwswswwss	3.0	3.0	2.0	0	0	1.0	2.0	4.0
                                        	wwswwswsswws	0	3.0	2.0	0	10.0	1.0	2.0	4.0
                                        	swswswswswsw	3.0	3.0	10.0	0	0	0.0	8.0	0
                                        	wwswswswswsw	3.0	3.0	8.0	0	0	1.0	8.0	1.0
                                        	swswswswswss	3.0	3.0	10.0	0	10.0	0.0	6.0	1.0
                                        	wwswswswswss	3.0	3.0	8.0	0	10.0	1.0	6.0	2.0
empedocles has thrown all things about  	wswswswsws	0	0	2.0	0	0	0.0	0	0
                                        	wswwsswsws	0	0	0	0	0	1.0	0	2.0
hector is dead and there's a light in troy	swwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	swwswwswws	0	0	2.0	0	0	0.0	2.0	3.0
                                        	swwswwswws	0	0	2.0	0	0	0.0	2.0	3.0
                                        	swswswswsw	0	0	6.0	0	0	0.0	6.0	0
                                        	wswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
                                        	swswswswss	0	0	6.0	0	10.0	0.0	4.0	1.0
we that look on but laugh in tragic joy 	wswswswsws	0	0	2.0	0	0	0.0	2.0	0
                                        	swswwswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	wwswwswsws	0	0	0	0	0	2.0	0	2.0
                                        	wwswwswsww	0	0	0	1.0	0	1.0	2.0	3.0
                                        	wwswwsswws	0	3.0	0	0	0	0.0	2.0	4.0
                                        	wsswwswsws	0	0	0	0	10.0	1.0	0	2.0
what matter though numb nightmare ride on top	wswwsswsws	0	3.0	0	0	0	1.0	2.0	2.0
                                        	wswswswsws	0	3.0	2.0	0	0	0.0	4.0	0
                                        	wswswsswws	0	0	2.0	0	10.0	1.0	4.0	2.0
                                        	wswswsswsw	0	0	4.0	0	10.0	0.0	6.0	1.0
                                        	sswwswwsww	0	3.0	0	1.0	10.0	0.0	4.0	4.0
                                        	sswwsswwss	0	3.0	2.0	0	10.0	0.0	2.0	5.0
                                        	wswswsswss	0	0	4.0	0	20.0	0.0	4.0	2.0
and blood and mire the sensitive body stain	wswswswwsws	0	0	0	0	0	1.0	0	1.0
                                        	wswswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
what matter heave no sigh let no tear drop	wswswswsws	0	0	0	0	0	0.0	6.0	0
                                        	wswswswwss	0	0	0	0	0	1.0	4.0	2.0
                                        	wswswwssws	0	0	0	0	0	1.0	4.0	2.0
a greater a more gracious time has gone 	wswswswsws	0	0	2.0	0	0	0.0	0	0
                                        	wswwsswsws	0	0	0	0	0	1.0	0	2.0
for painted forms or boxes of make up   	wswswswwsw	0	0	0	0	0	1.0	0	1.0
                                        	wswswswsws	0	0	4.0	0	0	0.0	2.0	0
                                        	wswswswssw	0	0	2.0	0	10.0	0.0	0	1.0
in ancient tombs i sighed but not again 	wswswswsws	0	0	0	0	0	0.0	0	0
what matter out of cavern comes a voice 	wswswswsws	0	0	2.0	0	0	0.0	0	0
and all it knows is that one word rejoice	wswswswsws	0	0	0	0	0	0.0	0	0
conduct and work grow coarse and coarse the soul	swwswswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	swwswwswws	0	0	2.0	0	0	0.0	4.0	3.0
                                        	wswswswsws	3.0	3.0	2.0	0	0	0.0	4.0	0
                                        	swswswswsw	0	0	6.0	0	0	0.0	8.0	0
                                        	swswswswss	0	0	6.0	0	10.0	0.0	6.0	1.0
what matter those that rocky face holds dear	wswswswswsw	0	0	2.0	0	0	0.0	2.0	0
                                        	wswwsswswsw	0	0	0	0	0	1.0	2.0	2.0
                                        	sswwsswwsww	0	3.0	0	1.0	10.0	0.0	4.0	5.0
lovers of horses and of women shall     	swwswswsws	0	0	2.0	0	0	1.0	0	1.0
                                        	swwswwswws	0	3.0	2.0	0	0	0.0	2.0	3.0
                                        	wswswswsws	3.0	3.0	4.0	0	0	0.0	2.0	0
from marble of a broken sepulchre       	wswswswsws	0	0	4.0	0	0	0.0	0	0
                                        	wswswswsww	0	0	2.0	1.0	0	1.0	0	1.0
or dark betwixt the polecat and the owl 	wswswswsws	0	3.0	2.0	0	0	0.0	2.0	0
                                        	wswswwswws	0	3.0	0	0	0	2.0	2.0	2.0
                                        	wswswsswws	0	0	0	0	10.0	1.0	0	2.0
                                        	wswswsswsw	0	0	2.0	0	10.0	0.0	2.0	1.0
                                        	wswswsswss	0	0	2.0	0	20.0	0.0	0	2.0
or any rich dark nothing disinter       	wswswswsws	0	0	0	0	0	0.0	2.0	0
the workman noble and saint and all things run	wswswwswsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wswswwswwss	0	0	0	0	0	2.0	0	3.0
                                        	wswswswswsw	0	0	4.0	0	0	0.0	4.0	0
                                        	wswswswswss	0	0	4.0	0	10.0	0.0	2.0	1.0
on that unfashionable gyre again        	wswswswswws	0	0	2.0	0	0	1.0	0	1.0
                                        	wswswswswsw	3.0	3.0	4.0	0	0	0.0	2.0	0
                                        	wswswswswss	3.0	0	4.0	0	10.0	0.0	0	1.0
                                        	wswswswssws	3.0	0	4.0	0	10.0	0.0	0	1.0
i have heard that hysterical women say  	wswswswwsws	0	0	0	0	0	1.0	2.0	1.0
                                        	wwswwswwsws	0	0	0	0	0	1.0	0	3.0
                                        	swswwswwsws	0	0	2.0	0	0	2.0	0	2.0
                                        	wwswwswwsww	0	0	0	1.0	0	0.0	2.0	4.0
                                        	swsswswwsws	0	0	2.0	0	10.0	1.0	0	2.0
                                        	wswswswswsw	3.0	3.0	4.0	0	0	0.0	6.0	0
                                        	swswswswsws	6.0	3.0	6.0	0	0	0.0	2.0	0
                                        	wswswswswss	3.0	3.0	4.0	0	10.0	0.0	4.0	1.0
                                        	swsswswswss	3.0	3.0	6.0	0	20.0	0.0	2.0	2.0
they are sick of the palette and fiddle bow	wwswwswwsws	0	0	0	0	0	1.0	0	3.0
                                        	swswwswwsws	0	0	2.0	0	0	2.0	0	2.0
                                        	wwswwswwsww	0	0	0	1.0	0	0.0	2.0	4.0
                                        	wswswswwsws	0	0	4.0	0	0	1.0	2.0	1.0
                                        	swswwswwsww	0	0	2.0	1.0	0	1.0	2.0	3.0
                                        	swswswswsws	3.0	3.0	6.0	0	0	0.0	2.0	0
                                        	wwswwswswsw	3.0	3.0	4.0	0	0	2.0	4.0	2.0
of poets that are always gay            	wswswsws	0	0	0	0	0	0.0	0	0
for everybody knows or else should know 	wswswswsws	0	0	0	0	0	0.0	0	0
that if nothing drastic is done         	swswswws	0	0	0	0	0	1.0	0	1.0
                                        	swswswsw	0	0	2.0	0	0	0.0	0	0
aeroplane and zeppelin will come out    	swswswswsw	0	0	0	0	0	0.0	0	0
pitch like king billy bomb balls in     	swwswsws	0	0	0	0	0	1.0	4.0	1.0
                                        	wswswsws	0	0	0	0	0	0.0	6.0	0
                                        	swwswsws	0	0	0	0	0	1.0	4.0	1.0
                                        	swwswwss	0	0	0	0	0	0.0	4.0	3.0
                                        	swwswwss	0	0	0	0	0	0.0	4.0	3.0
                                        	swswswsw	3.0	3.0	2.0	0	0	0.0	4.0	0
                                        	swsswsws	0	0	0	0	10.0	0.0	2.0	1.0
                                        	swsswssw	0	0	0	0	20.0	0.0	0	2.0
until the town lie beaten flat          	wswswsws	0	0	0	0	0	0.0	2.0	0
all perform their tragic play           	swswsws	0	0	0	0	0	0.0	0	0
there struts hamlet there is lear       	swswswsw	0	0	4.0	0	0	0.0	2.0	0
                                        	wwswswsw	0	0	2.0	0	0	1.0	2.0	1.0
                                        	wsswswsw	0	0	2.0	0	10.0	0.0	0	1.0
                                        	wwswwsww	0	3.0	2.0	1.0	0	0.0	4.0	3.0
that's ophelia that cordelia            	wwswwswsww	0	0	0	1.0	0	1.0	0	3.0
                                        	swswwswsws	0	0	4.0	0	0	1.0	0	1.0
                                        	wwswwswsws	0	0	2.0	0	0	2.0	0	2.0
                                        	swswwswsww	0	0	2.0	1.0	0	2.0	0	2.0
                                        	wwswwswwsw	3.0	3.0	2.0	0	0	1.0	2.0	3.0
                                        	wwswwswwss	3.0	3.0	2.0	0	0	0.0	2.0	4.0
                                        	wswswswsws	6.0	3.0	6.0	0	0	0.0	2.0	0
