Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	line	line_num	parse	parse_human2
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	You could trace them through the valley,	(52, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	By the rushing in the Spring-time,	(53, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	By the alders in the Summer,	(54, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	By the white fog in the Autumn,	(55, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	By the black line in the Winter;	(56, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	And beside them dwelt the singer,	(57, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	In the vale of Tawasentha,	(58, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	In the green and silent valley.	(59, 7)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	“There he sang of Hiawatha,	(60, 8)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Sang the Song of Hiawatha,	(61, 8)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Sang his wondrous birth and being,	(62, 8)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	How he prayed and how he fasted,	(63, 8)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	How he lived, and toiled, and suffered,	(64, 8)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	That the tribes of men might prosper,	(65, 8)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	That he might advance his people!”	(66, 8)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Ye who love the haunts of Nature,	(67, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Love the sunshine of the meadow,	(68, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Love the shadow of the forest,	(69, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Love the wind among the branches,	(70, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	And the rain-shower and the snow-storm,	(71, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	And the rushing of great rivers	(72, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Through their palisades of pine-trees,	(73, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	And the thunder in the mountains,	(74, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Whose innumerable echoes	(75, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Flap like eagles in their eyries;	(76, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Listen to these wild traditions,	(77, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	To this Song of Hiawatha!	(78, 9)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Ye who love a nation's legends,	(79, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Love the ballads of a people,	(80, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	That like voices from afar off	(81, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Call to us to pause and listen,	(82, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Speak in tones so plain and childlike,	(83, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Scarcely can the ear distinguish	(84, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Whether they are sung or spoken;	(85, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Listen to this Indian Legend,	(86, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	To this Song of Hiawatha!	(87, 10)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Ye whose hearts are fresh and simple,	(88, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Who have faith in God and Nature,	(89, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Who believe, that in all ages	(90, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Every human heart is human,	(91, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	That in even savage bosoms	(92, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	There are longings, yearnings, strivings	(93, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	For the good they comprehend not,	(94, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	That the feeble hands and helpless,	(95, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Groping blindly in the darkness,	(96, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Touch God's right hand in that darkness	(97, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	And are lifted up and strengthened;	(98, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	Listen to this simple story,	(99, 11)	swswswsw	sw|sw|sw|sw
tetrameter	trochaic	Z300194524	Henry Wadsworth Longfellow	The Song of Hiawatha	1855.0	To this Song of Hiawatha!	(100, 11)	swswswsw	sw|sw|sw|sw
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Years have risen and fallen in darkness or in twilight,	(4, 1)	swswwswwswswsw	s|w|s|ww|s|ww|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Ages waxed and waned that knew not thee nor thine,	(5, 1)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	While the world sought light by night and sought not thy light,	(6, 1)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Since the sad last pilgrim left thy dark mid shrine.	(7, 1)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Dark the shrine and dumb the fount of song thence welling,	(8, 1)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Save for words more sad than tears of blood, that said:	(9, 1)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Tell the king, on earth has fallen the glorious dwelling,	(10, 1)	swswswswwswsw	s|w|s|w|s|w|s|ww|s|ww|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And the watersprings that spake are quenched and dead.	(11, 1)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Not a cell is left the God, no roof, no cover	(12, 1)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	In his hand the prophet laurel flowers no more.	(13, 1)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And the great king's high sad heart, thy true last lover,	(14, 1)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Felt thine answer pierce and cleave it to the core.	(15, 1)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And he bowed down his hopeless head	(16, 1)	wwsswsws	ww|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	In the drift of the wild world's tide,	(17, 1)	wwswwsws	ww|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And dying, Thou hast conquered, he said,	(18, 1)	wswswswws	w|s|w|s|w|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Galilean; he said it, and died.	(19, 1)	swswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And the world that was thine and was ours	(20, 1)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	When the Graces took hands with the Hours	(21, 1)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Grew cold as a winter wave	(22, 1)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	In the wind from a wide-mouthed grave,	(23, 1)	wwswwsws	ww|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	As a gulf wide open to swallow	(24, 1)	wwswswwsw	ww|s|w|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	The light that the world held dear.	(25, 1)	wswwsws	w|s|ww|s|w|s
tetrameter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	O father of all of us, Paian, Apollo,	(26, 1)	wswwswwswwsw	w|s|ww|s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Destroyer and healer, hear!	(27, 1)	wswwsws	w|s|ww|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Age on age thy mouth was mute, thy face was hidden,	(28, 2)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And the lips and eyes that loved thee blind and dumb;	(29, 2)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Song forsook their tongues that held thy name forbidden,	(30, 2)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Light their eyes that saw the strange God's kingdom come.	(31, 2)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Fire for light and hell for heaven and psalms for pæans	(32, 2)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Filled the clearest eyes and lips most sweet of song,	(33, 2)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	When for chant of Greeks the wail of Galileans	(34, 2)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Made the whole world moan with hymns of wrath and wrong.	(35, 2)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Yea, not yet we see thee, father, as they saw thee,	(36, 2)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	They that worshipped when the world was theirs and thine,	(37, 2)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	They whose words had power by thine own power to draw thee	(38, 2)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Down from heaven till earth seemed more than heaven divine.	(39, 2)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	For the shades are about us that hover	(40, 2)	wwswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	When darkness is half withdrawn	(41, 2)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And the skirts of the dead night cover	(42, 2)	wwswwswsw	ww|s|ww|s|w|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	The face of the live new dawn.	(43, 2)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	For the past is not utterly past	(44, 2)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Though the word on its lips be the last,	(45, 2)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And the time be gone by with its creed	(46, 2)	wwswwswws	ww|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	When men were as beasts that bleed,	(47, 2)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	As sheep or as swine that wallow,	(48, 2)	wswwswsw	w|s|ww|s|w|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	In the shambles of faith and of fear.	(49, 2)	wwswwswws	ww|s|ww|s|ww|s
tetrameter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	O father of all of us, Paian, Apollo,	(50, 2)	wswwswwswwsw	w|s|ww|s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Destroyer and healer, hear!	(51, 2)	wswwsws	w|s|ww|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Yet it may be, lord and father, could we know it,	(52, 3)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	We that love thee for our darkness shall have light	(53, 3)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	More than ever prophet hailed of old or poet	(54, 3)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Standing crowned and robed and sovereign in thy sight.	(55, 3)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	To the likeness of one God their dreams enthralled thee,	(56, 3)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Who wast greater than all Gods that waned and grew;	(57, 3)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Son of God the shining son of Time they called thee,	(58, 3)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Who wast older, O our father, than they knew.	(59, 3)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	For no thought of man made Gods to love or honour	(60, 3)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Ere the song within the silent soul began,	(61, 3)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Nor might earth in dream or deed take heaven upon her	(62, 3)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Till the word was clothed with speech by lips of man.	(63, 3)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And the word and the life wast thou,	(64, 3)	wwswwswws	ww|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	The spirit of man and the breath;	(65, 3)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And before thee the Gods that bow	(66, 3)	wwswwsws	ww|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Take life at thine hands and death.	(67, 3)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	For these are as ghosts that wane,	(68, 3)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	That are gone in an age or twain;	(69, 3)	wwswwsws	ww|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Harsh, merciful, passionate, pure,	(70, 3)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	They perish, but thou shalt endure;	(71, 3)	wswwswws	w|s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Be their flight with the swan or the swallow,	(72, 3)	swswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	They pass as the flight of a year.	(73, 3)	wswwswws	w|s|ww|s|ww|s
tetrameter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	O father of all of us, Paian, Apollo,	(74, 3)	wswwswwswwsw	w|s|ww|s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Destroyer and healer, hear!	(75, 3)	wswwsws	w|s|ww|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Thou the word, the light, the life, the breath, the glory,	(76, 4)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Strong to help and heal, to lighten and to slay,	(77, 4)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Thine is all the song of man, the world's whole story;	(78, 4)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Not of morning and of evening is thy day.	(79, 4)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Old and younger Gods are buried or begotten	(80, 4)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	From uprising to downsetting of thy sun,	(81, 4)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Risen from eastward, fallen to westward and forgotten,	(82, 4)	swwswswwswswsw	s|ww|s|w|s|ww|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	And their springs are many, but their end is one.	(83, 4)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Divers births of godheads find one death appointed,	(84, 4)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	As the soul whence each was born makes room for each;	(85, 4)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	God by God goes out, discrowned and disanointed,	(86, 4)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	But the soul stands fast that gave them shape and speech.	(87, 4)	swswswswsws	s|w|s|w|s|w|s|w|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Is the sun yet cast out of heaven?	(88, 4)	wwswswws	ww|s|w|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Is the song yet cast out of man?	(89, 4)	swswswws	ww|s|w|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Life that had song for its leaven	(90, 4)	swwswws	s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	To quicken the blood that ran	(91, 4)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Through the veins of the songless years	(92, 4)	wwswwsws	ww|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	More bitter and cold than tears,	(93, 4)	wswwsws	w|s|ww|s|w|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Heaven that had thee for its one	(94, 4)	swwswws	s|ww|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Light, life, word, witness, O sun,	(95, 4)	wswswws	w|s|w|s|ww|s
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Are they soundless and sightless and hollow,	(96, 4)	swswwswwsw	ww|s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Without eye, without speech, without ear?	(97, 4)	wwswwswws	ww|s|ww|s|ww|s
tetrameter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	O father of all of us, Paian, Apollo,	(98, 4)	wswwswwswwsw	w|s|ww|s|ww|s|ww|s|w
trimeter	anapestic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Destroyer and healer, hear!	(99, 4)	wswwsws	w|s|ww|s|w|s
hexameter	trochaic	Z300502610	Algernon Charles Swinburne	The Last Oracle	1876.0	Time arose and smote thee silent at his warning,	(100, 5)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	'Twas the night before Christmas, when all through the house	(1, 0)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	Not a creature was stirring, not even a mouse;	(2, 0)	wwswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	The stockings were hung by the chimney with care,	(3, 0)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	In hopes that St. Nicholas soon would be there;	(4, 0)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	The children were nestled all snug in their beds,	(5, 0)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	While visions of sugar-plums danced in their heads;	(6, 0)	wswwswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	And Mamma in her 'kerchief, and I in my cap,	(7, 0)	wswswswwswws	w|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	Had just settled our brains for a long winter's nap;	(8, 0)	swswwswwswws	ww|s|ww|s|ww|s|ww|s
tetrameter	anapestic	Z200188792	Clement Clarke Moore	A Visit from St. Nicholas	1823.0	When out on the lawn there arose such a clatter,	(9, 0)	wswwswwswwsw	ww|s|ww|s|ww|s|ww|s|w
